"unit","age","ord_brth","geo","time","values","perc","countryname","region"
"NR",32,"1","BE",2013,2798,5.1,"Belgium","Western Europe"
"NR",32,"1","BG",2013,1142,3.4,"Bulgaria","Eastern Europe"
"NR",32,"1","CZ",2013,2928,5.7,"Czechia","Eastern Europe"
"NR",32,"1","EE",2013,193,3.4,"Estonia","Eastern Europe"
"NR",32,"1","EL",2013,3565,7.5,"Greece","Southern Europe"
"NR",32,"1","ES",2013,18110,8.1,"Spain","Southern Europe"
"NR",32,"1","HU",2013,2196,5.5,"Hungary","Eastern Europe"
"NR",32,"1","NL",2013,5253,6.6,"Netherlands","Western Europe"
"NR",32,"1","PL",2013,6643,3.7,"Poland","Eastern Europe"
"NR",32,"1","PT",2013,3086,6.8,"Portugal","Southern Europe"
"NR",32,"1","RO",2013,3796,4,"Roumania","Eastern Europe"
"NR",33,"1","AT",2013,1802,4.7,"Austria","Western Europe"
"NR",33,"1","BE",2013,2164,4,"Belgium","Western Europe"
"NR",33,"1","BG",2013,994,3,"Bulgaria","Eastern Europe"
"NR",33,"1","CZ",2013,2471,4.8,"Czechia","Eastern Europe"
"NR",33,"1","EE",2013,128,2.3,"Estonia","Eastern Europe"
"NR",33,"1","EL",2013,3215,6.8,"Greece","Southern Europe"
"NR",33,"1","ES",2013,17018,7.6,"Spain","Southern Europe"
"NR",33,"1","HU",2013,1999,5,"Hungary","Eastern Europe"
"NR",33,"1","NL",2013,3998,5,"Netherlands","Western Europe"
"NR",33,"1","PL",2013,5108,2.8,"Poland","Eastern Europe"
"NR",33,"1","PT",2013,2855,6.3,"Portugal","Southern Europe"
"NR",33,"1","RO",2013,3013,3.2,"Roumania","Eastern Europe"
"NR",34,"1","AT",2013,1550,4.1,"Austria","Western Europe"
"NR",34,"1","BE",2013,1752,3.2,"Belgium","Western Europe"
"NR",34,"1","BG",2013,864,2.6,"Bulgaria","Eastern Europe"
"NR",34,"1","CZ",2013,1945,3.8,"Czechia","Eastern Europe"
"NR",34,"1","EE",2013,117,2.1,"Estonia","Eastern Europe"
"NR",34,"1","EL",2013,2700,5.7,"Greece","Southern Europe"
"NR",34,"1","ES",2013,15921,7.1,"Spain","Southern Europe"
"NR",34,"1","HU",2013,1711,4.2,"Hungary","Eastern Europe"
"NR",34,"1","NL",2013,3219,4.1,"Netherlands","Western Europe"
"NR",34,"1","PL",2013,4029,2.2,"Poland","Eastern Europe"
"NR",34,"1","PT",2013,2419,5.3,"Portugal","Southern Europe"
"NR",34,"1","RO",2013,2484,2.6,"Roumania","Eastern Europe"
"NR",35,"1","AT",2013,1270,3.3,"Austria","Western Europe"
"NR",35,"1","BE",2013,1447,2.7,"Belgium","Western Europe"
"NR",35,"1","BG",2013,690,2.1,"Bulgaria","Eastern Europe"
"NR",35,"1","CZ",2013,1599,3.1,"Czechia","Eastern Europe"
"NR",35,"1","EE",2013,111,2,"Estonia","Eastern Europe"
"NR",35,"1","EL",2013,2260,4.8,"Greece","Southern Europe"
"NR",35,"1","ES",2013,14310,6.4,"Spain","Southern Europe"
"NR",35,"1","HU",2013,1459,3.6,"Hungary","Eastern Europe"
"NR",35,"1","NL",2013,2651,3.3,"Netherlands","Western Europe"
"NR",35,"1","PL",2013,2987,1.7,"Poland","Eastern Europe"
"NR",35,"1","PT",2013,1983,4.3,"Portugal","Southern Europe"
"NR",35,"1","RO",2013,2128,2.3,"Roumania","Eastern Europe"
"NR",36,"1","AT",2013,1004,2.6,"Austria","Western Europe"
"NR",36,"1","BE",2013,1116,2,"Belgium","Western Europe"
"NR",36,"1","BG",2013,603,1.8,"Bulgaria","Eastern Europe"
"NR",36,"1","CZ",2013,1158,2.3,"Czechia","Eastern Europe"
"NR",36,"1","EE",2013,75,1.3,"Estonia","Eastern Europe"
"NR",36,"1","EL",2013,1831,3.9,"Greece","Southern Europe"
"NR",36,"1","ES",2013,11930,5.3,"Spain","Southern Europe"
"NR",36,"1","HU",2013,1170,2.9,"Hungary","Eastern Europe"
"NR",36,"1","NL",2013,2054,2.6,"Netherlands","Western Europe"
"NR",36,"1","PL",2013,2261,1.3,"Poland","Eastern Europe"
"NR",36,"1","PT",2013,1624,3.6,"Portugal","Southern Europe"
"NR",36,"1","RO",2013,1639,1.7,"Roumania","Eastern Europe"
"NR",37,"1","AT",2013,796,2.1,"Austria","Western Europe"
"NR",37,"1","BE",2013,862,1.6,"Belgium","Western Europe"
"NR",37,"1","BG",2013,449,1.3,"Bulgaria","Eastern Europe"
"NR",37,"1","CZ",2013,839,1.6,"Czechia","Eastern Europe"
"NR",37,"1","EE",2013,57,1,"Estonia","Eastern Europe"
"NR",37,"1","EL",2013,1406,3,"Greece","Southern Europe"
"NR",37,"1","ES",2013,9323,4.2,"Spain","Southern Europe"
"NR",37,"1","HU",2013,910,2.3,"Hungary","Eastern Europe"
"NR",37,"1","NL",2013,1620,2,"Netherlands","Western Europe"
"NR",37,"1","PL",2013,1589,0.9,"Poland","Eastern Europe"
"NR",37,"1","PT",2013,1295,2.8,"Portugal","Southern Europe"
"NR",37,"1","RO",2013,1258,1.3,"Roumania","Eastern Europe"
"NR",38,"1","AT",2013,629,1.7,"Austria","Western Europe"
"NR",38,"1","BE",2013,667,1.2,"Belgium","Western Europe"
"NR",38,"1","BG",2013,367,1.1,"Bulgaria","Eastern Europe"
"NR",38,"1","CZ",2013,580,1.1,"Czechia","Eastern Europe"
"NR",38,"1","EE",2013,47,0.8,"Estonia","Eastern Europe"
"NR",38,"1","EL",2013,1098,2.3,"Greece","Southern Europe"
"NR",38,"1","ES",2013,7363,3.3,"Spain","Southern Europe"
"NR",38,"1","HU",2013,651,1.6,"Hungary","Eastern Europe"
"NR",38,"1","NL",2013,1194,1.5,"Netherlands","Western Europe"
"NR",38,"1","PL",2013,1122,0.6,"Poland","Eastern Europe"
"NR",38,"1","PT",2013,907,2,"Portugal","Southern Europe"
"NR",38,"1","RO",2013,878,0.9,"Roumania","Eastern Europe"
"NR",39,"1","AT",2013,478,1.3,"Austria","Western Europe"
"NR",39,"1","BE",2013,531,1,"Belgium","Western Europe"
"NR",39,"1","BG",2013,276,0.8,"Bulgaria","Eastern Europe"
"NR",39,"1","CZ",2013,450,0.9,"Czechia","Eastern Europe"
"NR",39,"1","EE",2013,38,0.7,"Estonia","Eastern Europe"
"NR",39,"1","EL",2013,817,1.7,"Greece","Southern Europe"
"NR",39,"1","ES",2013,5487,2.5,"Spain","Southern Europe"
"NR",39,"1","HU",2013,412,1,"Hungary","Eastern Europe"
"NR",39,"1","NL",2013,955,1.2,"Netherlands","Western Europe"
"NR",39,"1","PL",2013,744,0.4,"Poland","Eastern Europe"
"NR",39,"1","PT",2013,666,1.5,"Portugal","Southern Europe"
"NR",39,"1","RO",2013,618,0.7,"Roumania","Eastern Europe"
"NR",40,"1","AT",2013,356,0.9,"Austria","Western Europe"
"NR",40,"1","BE",2013,341,0.6,"Belgium","Western Europe"
"NR",40,"1","BG",2013,167,0.5,"Bulgaria","Eastern Europe"
"NR",40,"1","CZ",2013,255,0.5,"Czechia","Eastern Europe"
"NR",40,"1","EE",2013,21,0.4,"Estonia","Eastern Europe"
"NR",40,"1","EL",2013,632,1.3,"Greece","Southern Europe"
"NR",40,"1","ES",2013,4159,1.9,"Spain","Southern Europe"
"NR",40,"1","HU",2013,285,0.7,"Hungary","Eastern Europe"
"NR",40,"1","NL",2013,687,0.9,"Netherlands","Western Europe"
"NR",40,"1","PL",2013,539,0.3,"Poland","Eastern Europe"
"NR",40,"1","PT",2013,478,1,"Portugal","Southern Europe"
"NR",40,"1","RO",2013,398,0.4,"Roumania","Eastern Europe"
"NR",41,"1","AT",2013,234,0.6,"Austria","Western Europe"
"NR",41,"1","BE",2013,269,0.5,"Belgium","Western Europe"
"NR",41,"1","BG",2013,102,0.3,"Bulgaria","Eastern Europe"
"NR",41,"1","CZ",2013,122,0.2,"Czechia","Eastern Europe"
"NR",41,"1","EE",2013,19,0.3,"Estonia","Eastern Europe"
"NR",41,"1","EL",2013,385,0.8,"Greece","Southern Europe"
"NR",41,"1","ES",2013,2809,1.3,"Spain","Southern Europe"
"NR",41,"1","HU",2013,172,0.4,"Hungary","Eastern Europe"
"NR",41,"1","NL",2013,431,0.5,"Netherlands","Western Europe"
"NR",41,"1","PL",2013,288,0.2,"Poland","Eastern Europe"
"NR",41,"1","PT",2013,300,0.7,"Portugal","Southern Europe"
"NR",41,"1","RO",2013,258,0.3,"Roumania","Eastern Europe"
"NR",42,"1","AT",2013,148,0.4,"Austria","Western Europe"
"NR",42,"1","BE",2013,171,0.3,"Belgium","Western Europe"
"NR",42,"1","BG",2013,72,0.2,"Bulgaria","Eastern Europe"
"NR",42,"1","CZ",2013,77,0.2,"Czechia","Eastern Europe"
"NR",42,"1","EE",2013,6,0.1,"Estonia","Eastern Europe"
"NR",42,"1","EL",2013,272,0.6,"Greece","Southern Europe"
"NR",42,"1","ES",2013,1881,0.8,"Spain","Southern Europe"
"NR",42,"1","HU",2013,100,0.2,"Hungary","Eastern Europe"
"NR",42,"1","NL",2013,262,0.3,"Netherlands","Western Europe"
"NR",42,"1","PL",2013,172,0.1,"Poland","Eastern Europe"
"NR",42,"1","PT",2013,180,0.4,"Portugal","Southern Europe"
"NR",42,"1","RO",2013,170,0.2,"Roumania","Eastern Europe"
"NR",43,"1","AT",2013,100,0.3,"Austria","Western Europe"
"NR",43,"1","BE",2013,109,0.2,"Belgium","Western Europe"
"NR",43,"1","BG",2013,48,0.1,"Bulgaria","Eastern Europe"
"NR",43,"1","CZ",2013,38,0.1,"Czechia","Eastern Europe"
"NR",43,"1","EE",2013,5,0.1,"Estonia","Eastern Europe"
"NR",43,"1","EL",2013,190,0.4,"Greece","Southern Europe"
"NR",43,"1","ES",2013,1045,0.5,"Spain","Southern Europe"
"NR",43,"1","HU",2013,43,0.1,"Hungary","Eastern Europe"
"NR",43,"1","NL",2013,146,0.2,"Netherlands","Western Europe"
"NR",43,"1","PL",2013,112,0.1,"Poland","Eastern Europe"
"NR",43,"1","PT",2013,101,0.2,"Portugal","Southern Europe"
"NR",43,"1","RO",2013,101,0.1,"Roumania","Eastern Europe"
"NR",44,"1","AT",2013,48,0.1,"Austria","Western Europe"
"NR",44,"1","BE",2013,43,0.1,"Belgium","Western Europe"
"NR",44,"1","BG",2013,26,0.1,"Bulgaria","Eastern Europe"
"NR",44,"1","CZ",2013,17,0,"Czechia","Eastern Europe"
"NR",44,"1","EE",2013,1,0,"Estonia","Eastern Europe"
"NR",44,"1","EL",2013,143,0.3,"Greece","Southern Europe"
"NR",44,"1","ES",2013,619,0.3,"Spain","Southern Europe"
"NR",44,"1","HU",2013,33,0.1,"Hungary","Eastern Europe"
"NR",44,"1","NL",2013,68,0.1,"Netherlands","Western Europe"
"NR",44,"1","PL",2013,48,0,"Poland","Eastern Europe"
"NR",44,"1","PT",2013,55,0.1,"Portugal","Southern Europe"
"NR",44,"1","RO",2013,51,0.1,"Roumania","Eastern Europe"
"NR",45,"1","AT",2013,28,0.1,"Austria","Western Europe"
"NR",45,"1","BE",2013,29,0.1,"Belgium","Western Europe"
"NR",45,"1","BG",2013,15,0,"Bulgaria","Eastern Europe"
"NR",45,"1","CZ",2013,9,0,"Czechia","Eastern Europe"
"NR",45,"1","EE",2013,2,0,"Estonia","Eastern Europe"
"NR",45,"1","EL",2013,88,0.2,"Greece","Southern Europe"
"NR",45,"1","ES",2013,342,0.2,"Spain","Southern Europe"
"NR",45,"1","HU",2013,10,0,"Hungary","Eastern Europe"
"NR",45,"1","NL",2013,42,0.1,"Netherlands","Western Europe"
"NR",45,"1","PL",2013,28,0,"Poland","Eastern Europe"
"NR",45,"1","PT",2013,41,0.1,"Portugal","Southern Europe"
"NR",45,"1","RO",2013,27,0,"Roumania","Eastern Europe"
"NR",46,"1","AT",2013,12,0,"Austria","Western Europe"
"NR",46,"1","BE",2013,15,0,"Belgium","Western Europe"
"NR",46,"1","BG",2013,9,0,"Bulgaria","Eastern Europe"
"NR",46,"1","CZ",2013,6,0,"Czechia","Eastern Europe"
"NR",46,"1","EE",2013,0,0,"Estonia","Eastern Europe"
"NR",46,"1","EL",2013,74,0.2,"Greece","Southern Europe"
"NR",46,"1","ES",2013,228,0.1,"Spain","Southern Europe"
"NR",46,"1","HU",2013,6,0,"Hungary","Eastern Europe"
"NR",46,"1","NL",2013,21,0,"Netherlands","Western Europe"
"NR",46,"1","PL",2013,6,0,"Poland","Eastern Europe"
"NR",46,"1","PT",2013,16,0,"Portugal","Southern Europe"
"NR",46,"1","RO",2013,12,0,"Roumania","Eastern Europe"
"NR",47,"1","AT",2013,7,0,"Austria","Western Europe"
"NR",47,"1","BE",2013,10,0,"Belgium","Western Europe"
"NR",47,"1","BG",2013,6,0,"Bulgaria","Eastern Europe"
"NR",47,"1","CZ",2013,4,0,"Czechia","Eastern Europe"
"NR",47,"1","EE",2013,0,0,"Estonia","Eastern Europe"
"NR",47,"1","EL",2013,52,0.1,"Greece","Southern Europe"
"NR",47,"1","ES",2013,108,0,"Spain","Southern Europe"
"NR",47,"1","HU",2013,2,0,"Hungary","Eastern Europe"
"NR",47,"1","NL",2013,12,0,"Netherlands","Western Europe"
"NR",47,"1","PL",2013,5,0,"Poland","Eastern Europe"
"NR",47,"1","PT",2013,7,0,"Portugal","Southern Europe"
"NR",47,"1","RO",2013,6,0,"Roumania","Eastern Europe"
"NR",48,"1","AT",2013,4,0,"Austria","Western Europe"
"NR",48,"1","BE",2013,1,0,"Belgium","Western Europe"
"NR",48,"1","BG",2013,3,0,"Bulgaria","Eastern Europe"
"NR",48,"1","CZ",2013,4,0,"Czechia","Eastern Europe"
"NR",48,"1","EE",2013,1,0,"Estonia","Eastern Europe"
"NR",48,"1","EL",2013,38,0.1,"Greece","Southern Europe"
"NR",48,"1","ES",2013,73,0,"Spain","Southern Europe"
"NR",48,"1","HU",2013,0,0,"Hungary","Eastern Europe"
"NR",48,"1","NL",2013,7,0,"Netherlands","Western Europe"
"NR",48,"1","PL",2013,2,0,"Poland","Eastern Europe"
"NR",48,"1","PT",2013,5,0,"Portugal","Southern Europe"
"NR",48,"1","RO",2013,4,0,"Roumania","Eastern Europe"
"NR",49,"1","AT",2013,5,0,"Austria","Western Europe"
"NR",49,"1","BE",2013,0,0,"Belgium","Western Europe"
"NR",49,"1","BG",2013,4,0,"Bulgaria","Eastern Europe"
"NR",49,"1","CZ",2013,1,0,"Czechia","Eastern Europe"
"NR",49,"1","EE",2013,0,0,"Estonia","Eastern Europe"
"NR",49,"1","EL",2013,27,0.1,"Greece","Southern Europe"
"NR",49,"1","ES",2013,39,0,"Spain","Southern Europe"
"NR",49,"1","HU",2013,1,0,"Hungary","Eastern Europe"
"NR",49,"1","NL",2013,5,0,"Netherlands","Western Europe"
"NR",49,"1","PL",2013,4,0,"Poland","Eastern Europe"
"NR",49,"1","PT",2013,3,0,"Portugal","Southern Europe"
"NR",49,"1","RO",2013,0,0,"Roumania","Eastern Europe"
"NR",16,"1","AT",2012,117,0.3,"Austria","Western Europe"
"NR",16,"1","BE",2012,152,0.3,"Belgium","Western Europe"
"NR",16,"1","BG",2012,900,2.6,"Bulgaria","Eastern Europe"
"NR",16,"1","CZ",2012,217,0.4,"Czechia","Eastern Europe"
"NR",16,"1","EE",2012,30,0.5,"Estonia","Eastern Europe"
"NR",16,"1","EL",2012,235,0.5,"Greece","Southern Europe"
"NR",16,"1","ES",2012,853,0.4,"Spain","Southern Europe"
"NR",16,"1","HU",2012,593,1.4,"Hungary","Eastern Europe"
"NR",16,"1","NL",2012,108,0.1,"Netherlands","Western Europe"
"NR",16,"1","PL",2012,927,0.5,"Poland","Eastern Europe"
"NR",16,"1","PT",2012,322,0.7,"Portugal","Southern Europe"
"NR",16,"1","RO",2012,2523,2.5,"Roumania","Eastern Europe"
"NR",17,"1","AT",2012,326,0.9,"Austria","Western Europe"
"NR",17,"1","BE",2012,372,0.7,"Belgium","Western Europe"
"NR",17,"1","BG",2012,1103,3.2,"Bulgaria","Eastern Europe"
"NR",17,"1","CZ",2012,437,0.9,"Czechia","Eastern Europe"
"NR",17,"1","EE",2012,76,1.3,"Estonia","Eastern Europe"
"NR",17,"1","EL",2012,251,0.5,"Greece","Southern Europe"
"NR",17,"1","ES",2012,1563,0.7,"Spain","Southern Europe"
"NR",17,"1","HU",2012,877,2.1,"Hungary","Eastern Europe"
"NR",17,"1","NL",2012,292,0.4,"Netherlands","Western Europe"
"NR",17,"1","PL",2012,2361,1.3,"Poland","Eastern Europe"
"NR",17,"1","PT",2012,516,1.1,"Portugal","Southern Europe"
"NR",17,"1","RO",2012,3224,3.2,"Roumania","Eastern Europe"
"NR",18,"1","AT",2012,506,1.3,"Austria","Western Europe"
"NR",18,"1","BE",2012,622,1.1,"Belgium","Western Europe"
"NR",18,"1","BG",2012,1165,3.3,"Bulgaria","Eastern Europe"
"NR",18,"1","CZ",2012,835,1.6,"Czechia","Eastern Europe"
"NR",18,"1","EE",2012,138,2.4,"Estonia","Eastern Europe"
"NR",18,"1","EL",2012,387,0.8,"Greece","Southern Europe"
"NR",18,"1","ES",2012,2384,1,"Spain","Southern Europe"
"NR",18,"1","HU",2012,1139,2.8,"Hungary","Eastern Europe"
"NR",18,"1","NL",2012,603,0.7,"Netherlands","Western Europe"
"NR",18,"1","PL",2012,4346,2.3,"Poland","Eastern Europe"
"NR",18,"1","PT",2012,774,1.6,"Portugal","Southern Europe"
"NR",18,"1","RO",2012,3676,3.7,"Roumania","Eastern Europe"
"NR",19,"1","AT",2012,847,2.2,"Austria","Western Europe"
"NR",19,"1","BE",2012,1079,2,"Belgium","Western Europe"
"NR",19,"1","BG",2012,1359,3.9,"Bulgaria","Eastern Europe"
"NR",19,"1","CZ",2012,1116,2.2,"Czechia","Eastern Europe"
"NR",19,"1","EE",2012,189,3.3,"Estonia","Eastern Europe"
"NR",19,"1","EL",2012,599,1.2,"Greece","Southern Europe"
"NR",19,"1","ES",2012,3268,1.4,"Spain","Southern Europe"
"NR",19,"1","HU",2012,1280,3.1,"Hungary","Eastern Europe"
"NR",19,"1","NL",2012,989,1.2,"Netherlands","Western Europe"
"NR",19,"1","PL",2012,6321,3.4,"Poland","Eastern Europe"
"NR",19,"1","PT",2012,1109,2.3,"Portugal","Southern Europe"
"NR",19,"1","RO",2012,3990,4,"Roumania","Eastern Europe"
"NR",20,"1","AT",2012,1043,2.7,"Austria","Western Europe"
"NR",20,"1","BE",2012,1373,2.5,"Belgium","Western Europe"
"NR",20,"1","BG",2012,1537,4.4,"Bulgaria","Eastern Europe"
"NR",20,"1","CZ",2012,1374,2.7,"Czechia","Eastern Europe"
"NR",20,"1","EE",2012,269,4.7,"Estonia","Eastern Europe"
"NR",20,"1","EL",2012,845,1.7,"Greece","Southern Europe"
"NR",20,"1","ES",2012,3890,1.7,"Spain","Southern Europe"
"NR",20,"1","HU",2012,1349,3.3,"Hungary","Eastern Europe"
"NR",20,"1","NL",2012,1403,1.7,"Netherlands","Western Europe"
"NR",20,"1","PL",2012,7629,4.1,"Poland","Eastern Europe"
"NR",20,"1","PT",2012,1268,2.6,"Portugal","Southern Europe"
"NR",20,"1","RO",2012,4691,4.7,"Roumania","Eastern Europe"
"NR",21,"1","AT",2012,1351,3.6,"Austria","Western Europe"
"NR",21,"1","BE",2012,1781,3.3,"Belgium","Western Europe"
"NR",21,"1","BG",2012,1724,4.9,"Bulgaria","Eastern Europe"
"NR",21,"1","CZ",2012,1669,3.2,"Czechia","Eastern Europe"
"NR",21,"1","EE",2012,303,5.2,"Estonia","Eastern Europe"
"NR",21,"1","EL",2012,1071,2.1,"Greece","Southern Europe"
"NR",21,"1","ES",2012,4347,1.8,"Spain","Southern Europe"
"NR",21,"1","HU",2012,1354,3.3,"Hungary","Eastern Europe"
"NR",21,"1","NL",2012,1792,2.2,"Netherlands","Western Europe"
"NR",21,"1","PL",2012,8509,4.5,"Poland","Eastern Europe"
"NR",21,"1","PT",2012,1397,2.9,"Portugal","Southern Europe"
"NR",21,"1","RO",2012,4818,4.8,"Roumania","Eastern Europe"
"NR",22,"1","AT",2012,1623,4.3,"Austria","Western Europe"
"NR",22,"1","BE",2012,2175,4,"Belgium","Western Europe"
"NR",22,"1","BG",2012,2002,5.7,"Bulgaria","Eastern Europe"
"NR",22,"1","CZ",2012,1890,3.7,"Czechia","Eastern Europe"
"NR",22,"1","EE",2012,343,5.9,"Estonia","Eastern Europe"
"NR",22,"1","EL",2012,1288,2.5,"Greece","Southern Europe"
"NR",22,"1","ES",2012,4773,2,"Spain","Southern Europe"
"NR",22,"1","HU",2012,1314,3.2,"Hungary","Eastern Europe"
"NR",22,"1","NL",2012,2444,3,"Netherlands","Western Europe"
"NR",22,"1","PL",2012,9394,5,"Poland","Eastern Europe"
"NR",22,"1","PT",2012,1538,3.2,"Portugal","Southern Europe"
"NR",22,"1","RO",2012,5834,5.8,"Roumania","Eastern Europe"
"NR",23,"1","AT",2012,1763,4.6,"Austria","Western Europe"
"NR",23,"1","BE",2012,2573,4.7,"Belgium","Western Europe"
"NR",23,"1","BG",2012,2031,5.8,"Bulgaria","Eastern Europe"
"NR",23,"1","CZ",2012,2126,4.1,"Czechia","Eastern Europe"
"NR",23,"1","EE",2012,420,7.3,"Estonia","Eastern Europe"
"NR",23,"1","EL",2012,1521,3,"Greece","Southern Europe"
"NR",23,"1","ES",2012,5353,2.3,"Spain","Southern Europe"
"NR",23,"1","HU",2012,1537,3.7,"Hungary","Eastern Europe"
"NR",23,"1","NL",2012,3161,3.9,"Netherlands","Western Europe"
"NR",23,"1","PL",2012,10681,5.7,"Poland","Eastern Europe"
"NR",23,"1","PT",2012,1655,3.4,"Portugal","Southern Europe"
"NR",23,"1","RO",2012,6185,6.2,"Roumania","Eastern Europe"
"NR",24,"1","AT",2012,1954,5.2,"Austria","Western Europe"
"NR",24,"1","BE",2012,3250,6,"Belgium","Western Europe"
"NR",24,"1","BG",2012,2206,6.3,"Bulgaria","Eastern Europe"
"NR",24,"1","CZ",2012,2431,4.7,"Czechia","Eastern Europe"
"NR",24,"1","EE",2012,448,7.8,"Estonia","Eastern Europe"
"NR",24,"1","EL",2012,1793,3.5,"Greece","Southern Europe"
"NR",24,"1","ES",2012,5917,2.5,"Spain","Southern Europe"
"NR",24,"1","HU",2012,1745,4.2,"Hungary","Eastern Europe"
"NR",24,"1","NL",2012,4135,5.1,"Netherlands","Western Europe"
"NR",24,"1","PL",2012,12275,6.5,"Poland","Eastern Europe"
"NR",24,"1","PT",2012,1847,3.8,"Portugal","Southern Europe"
"NR",24,"1","RO",2012,6569,6.6,"Roumania","Eastern Europe"
"NR",25,"1","AT",2012,2239,5.9,"Austria","Western Europe"
"NR",25,"1","BE",2012,3916,7.2,"Belgium","Western Europe"
"NR",25,"1","BG",2012,2479,7.1,"Bulgaria","Eastern Europe"
"NR",25,"1","CZ",2012,3000,5.8,"Czechia","Eastern Europe"
"NR",25,"1","EE",2012,485,8.4,"Estonia","Eastern Europe"
"NR",25,"1","EL",2012,2193,4.3,"Greece","Southern Europe"
"NR",25,"1","ES",2012,7117,3,"Spain","Southern Europe"
"NR",25,"1","HU",2012,2083,5,"Hungary","Eastern Europe"
"NR",25,"1","NL",2012,4885,6,"Netherlands","Western Europe"
"NR",25,"1","PL",2012,14179,7.5,"Poland","Eastern Europe"
"NR",25,"1","PT",2012,2089,4.3,"Portugal","Southern Europe"
"NR",25,"1","RO",2012,6872,6.9,"Roumania","Eastern Europe"
"NR",26,"1","AT",2012,2330,6.1,"Austria","Western Europe"
"NR",26,"1","BE",2012,4397,8.1,"Belgium","Western Europe"
"NR",26,"1","BG",2012,2620,7.5,"Bulgaria","Eastern Europe"
"NR",26,"1","CZ",2012,3555,6.9,"Czechia","Eastern Europe"
"NR",26,"1","EE",2012,471,8.2,"Estonia","Eastern Europe"
"NR",26,"1","EL",2012,2706,5.3,"Greece","Southern Europe"
"NR",26,"1","ES",2012,8517,3.6,"Spain","Southern Europe"
"NR",26,"1","HU",2012,2522,6.1,"Hungary","Eastern Europe"
"NR",26,"1","NL",2012,5939,7.3,"Netherlands","Western Europe"
"NR",26,"1","PL",2012,16618,8.8,"Poland","Eastern Europe"
"NR",26,"1","PT",2012,2485,5.1,"Portugal","Southern Europe"
"NR",26,"1","RO",2012,6654,6.6,"Roumania","Eastern Europe"
"NR",27,"1","AT",2012,2555,6.7,"Austria","Western Europe"
"NR",27,"1","BE",2012,4741,8.7,"Belgium","Western Europe"
"NR",27,"1","BG",2012,2380,6.8,"Bulgaria","Eastern Europe"
"NR",27,"1","CZ",2012,4096,8,"Czechia","Eastern Europe"
"NR",27,"1","EE",2012,499,8.6,"Estonia","Eastern Europe"
"NR",27,"1","EL",2012,3093,6.1,"Greece","Southern Europe"
"NR",27,"1","ES",2012,10346,4.4,"Spain","Southern Europe"
"NR",27,"1","HU",2012,2753,6.7,"Hungary","Eastern Europe"
"NR",27,"1","NL",2012,6259,7.7,"Netherlands","Western Europe"
"NR",27,"1","PL",2012,17430,9.3,"Poland","Eastern Europe"
"NR",27,"1","PT",2012,2979,6.1,"Portugal","Southern Europe"
"NR",27,"1","RO",2012,6955,6.9,"Roumania","Eastern Europe"
"NR",28,"1","AT",2012,2766,7.3,"Austria","Western Europe"
"NR",28,"1","BE",2012,4835,8.9,"Belgium","Western Europe"
"NR",28,"1","BG",2012,2252,6.5,"Bulgaria","Eastern Europe"
"NR",28,"1","CZ",2012,4470,8.7,"Czechia","Eastern Europe"
"NR",28,"1","EE",2012,402,7,"Estonia","Eastern Europe"
"NR",28,"1","EL",2012,3626,7.1,"Greece","Southern Europe"
"NR",28,"1","ES",2012,12540,5.3,"Spain","Southern Europe"
"NR",28,"1","HU",2012,2859,6.9,"Hungary","Eastern Europe"
"NR",28,"1","NL",2012,6778,8.3,"Netherlands","Western Europe"
"NR",28,"1","PL",2012,17097,9.1,"Poland","Eastern Europe"
"NR",28,"1","PT",2012,3327,6.9,"Portugal","Southern Europe"
"NR",28,"1","RO",2012,6116,6.1,"Roumania","Eastern Europe"
"NR",29,"1","AT",2012,2864,7.5,"Austria","Western Europe"
"NR",29,"1","BE",2012,4550,8.3,"Belgium","Western Europe"
"NR",29,"1","BG",2012,1957,5.6,"Bulgaria","Eastern Europe"
"NR",29,"1","CZ",2012,4419,8.6,"Czechia","Eastern Europe"
"NR",29,"1","EE",2012,337,5.8,"Estonia","Eastern Europe"
"NR",29,"1","EL",2012,4069,8,"Greece","Southern Europe"
"NR",29,"1","ES",2012,15104,6.4,"Spain","Southern Europe"
"NR",29,"1","HU",2012,3022,7.3,"Hungary","Eastern Europe"
"NR",29,"1","NL",2012,6815,8.4,"Netherlands","Western Europe"
"NR",29,"1","PL",2012,14564,7.8,"Poland","Eastern Europe"
"NR",29,"1","PT",2012,3833,7.9,"Portugal","Southern Europe"
"NR",29,"1","RO",2012,5540,5.5,"Roumania","Eastern Europe"
"NR",30,"1","AT",2012,2747,7.2,"Austria","Western Europe"
"NR",30,"1","BE",2012,4054,7.4,"Belgium","Western Europe"
"NR",30,"1","BG",2012,1732,5,"Bulgaria","Eastern Europe"
"NR",30,"1","CZ",2012,4247,8.3,"Czechia","Eastern Europe"
"NR",30,"1","EE",2012,324,5.6,"Estonia","Eastern Europe"
"NR",30,"1","EL",2012,4175,8.2,"Greece","Southern Europe"
"NR",30,"1","ES",2012,17574,7.5,"Spain","Southern Europe"
"NR",30,"1","HU",2012,2902,7,"Hungary","Eastern Europe"
"NR",30,"1","NL",2012,6824,8.4,"Netherlands","Western Europe"
"NR",30,"1","PL",2012,11391,6.1,"Poland","Eastern Europe"
"NR",30,"1","PT",2012,4028,8.3,"Portugal","Southern Europe"
"NR",30,"1","RO",2012,5283,5.3,"Roumania","Eastern Europe"
